accepted_name
Perymenium bishopii
Perymenium celendianum
Perymenium huascaranum
Phalacraea latifolia
Philoglossa peruviana
Philoglossa pterocarpa
Philoglossa purpureodisca
Piptocarpha canescens
Piptocarpha geraldsmithii
Piptocarpha vasquezii
Plazia conferta
Pluchea zamalloae
Proustia berberidifolia
Proustia peruviana
Pseudogynoxys poeppigii
Pseudonoseris discolor
Pseudonoseris striata
Pseudonoseris szyszylowiczii
Schizotrichia eupatorioides
Senecio abadianus
Senecio acarinus
Senecio albaniae
Senecio allapajanus
Senecio ancashinus
Senecio arachnolomus
Senecio axillifoliatus
Senecio cajamarquillensis
Senecio calachaquensis
Senecio calcensis
Senecio calcicola
Senecio callacallensis
Senecio campanellifer
Senecio canopurpureus
Senecio cantensis
Senecio casapaltensis
Senecio cerratei
Senecio chachaniensis
Senecio chavanilloensis
Senecio chiquianensis var. chiquianensis
Senecio chiquianensis var. dentatus
Senecio chiribogae
Senecio collinus
Senecio comosus var. blancus
Senecio comosus var. cauliglabrus
Senecio comosus var. debilis
Senecio coymolachensis
Senecio crassilodix
Senecio cuatrecasasii
Senecio danai
Senecio ellenbergii
Senecio emmae
Senecio featherstonii
Senecio ferreyrae
Senecio flaccidifolius
Senecio gamolepis
Senecio geniculipes
Senecio genisianus
Senecio gracilipes
Senecio hebetatus
Senecio huaguilicus
Dendrophorbium huasense
Senecio hypsiandinus
Senecio icaensis
Senecio infernalis
Senecio infiernillensis
Senecio ishcaivilcanus
Senecio jungioides
Senecio killipii
Senecio kingbishopii
Senecio lancidentatus
Senecio larahuinensis
Senecio leucophorbius
Senecio lomincola
Senecio lopez-guillenii
Senecio lopez-mirandae
Senecio macrorrhizus
Senecio mathewsii
Senecio melanocalyx
Senecio minesinus
Senecio miniauritus
Senecio mitonis
Senecio neoviscosus
Senecio ochoanus
Senecio okopanus
Senecio otuscensis
Senecio panticallensis
Senecio parvocapitatus
Senecio pascoensis
Senecio peruensis
Senecio piurensis
Senecio pleniauritus
Senecio punasessilis
Senecio pyrenophilus
Senecio radiatus
Senecio rauhii
Senecio rauranus
Senecio recurvatus
Senecio richii
Senecio satipoensis
Senecio saxipunae
Senecio sipoccruncus
Senecio smithianus
Senecio subcandidus
Senecio sulinicus
Senecio szyszylowiczii
Senecio tenuisagittatus
Senecio timidus
Senecio tingoensis
Senecio torrehuasensis
Senecio tovari
Senecio truxillensis
Senecio tubicapillosus
Senecio velardei
Senecio weberbaueri
Senecio woodsonianus
Senecio yauyensis
Senecio yunguyensis
Smallanthus jelskii
Stevia cajabambensis
Stevia cathartica
Stevia cuzcoensis
Stevia herrerae
Stevia hoppii
Stevia lechleri
Stevia leucosticta
Stevia melissiaefolia
Stevia pabloensis
Stevia pearcei
Stevia pennellii
Stevia petiolata
Stevia punensis
Stevia weberbaueri
Syncretocarpus ancashino
Syncretocarpus sericeus
Syncretocarpus similis
Trepadonia mexiae
