accepted_name,registro_dep
Critoniopsis woytkowskii,Tumbes
Cronquistianthus bishopii,Amazonas
Cronquistianthus callacatensis,Amazonas
Cronquistianthus callacatensis,Áncash
Cronquistianthus callacatensis,Cajamarca
Cronquistianthus callacatensis,Huánuco
Cronquistianthus callacatensis,Junín
Cronquistianthus callacatensis,La Libertad
Cronquistianthus callacatensis,Lambayeque
Cronquistianthus callacatensis,Pasco
Cronquistianthus celendinensis,Cajamarca
Cronquistianthus chachapoyensis,Amazonas
Cronquistianthus desmophyllus,Áncash
Cronquistianthus desmophyllus,Cajamarca
Cronquistianthus desmophyllus,Huánuco
Cronquistianthus desmophyllus,Junín
Cronquistianthus desmophyllus,La Libertad
Cronquistianthus determinatus,Áncash
Cronquistianthus determinatus,Huánuco
Cronquistianthus determinatus,La Libertad
Cronquistianthus determinatus,Pasco
Cronquistianthus ferreyrii,Cajamarca
Cronquistianthus glomeratus,Áncash
Cronquistianthus glomeratus,Cajamarca
Cronquistianthus glomeratus,Huancavelica
Cronquistianthus glomeratus,La Libertad
Cronquistianthus glomeratus,Lima
Cronquistianthus lavandulifolius,Áncash
Cronquistianthus lavandulifolius,Cajamarca
Cronquistianthus lavandulifolius,Junín
Cronquistianthus lavandulifolius,Lambayeque
Cronquistianthus lavandulifolius,Lima
Cronquistianthus lavandulifolius,La Libertad
Cronquistianthus lavandulifolius,Piura
Cronquistianthus lopez-mirandae,Cajamarca
Cronquistianthus lopez-mirandae,La Libertad
Cronquistianthus macbridei,Huánuco
Cronquistianthus marrubiifolius,Amazonas
Cronquistianthus marrubiifolius,Cajamarca
Cronquistianthus marrubiifolius,Huánuco
Cronquistianthus marrubiifolius,La Libertad
Cronquistianthus marrubiifolius,Lima
Cronquistianthus urubambensis,Amazonas
Cronquistianthus urubambensis,Áncash
Cronquistianthus urubambensis,Ayacucho
Cronquistianthus urubambensis,Cajamarca
Cronquistianthus urubambensis,Cusco
Cronquistianthus urubambensis,Huancavelica
Cronquistianthus urubambensis,La Libertad
Cronquistianthus urubambensis,Lima
Cronquistianthus volkensii,Cusco
Cronquistianthus volkensii,Lima
Crossothamnus pascoanus,Pasco
Crossothamnus weberbaueri,Amazonas
Crossothamnus weberbaueri,Cajamarca
Cuatrecasanthus jelskii,Cajamarca
Cuatrecasanthus sandemanii,Amazonas
Cuatrecasanthus sandemanii,Huánuco
Dasyphyllum brevispinum,Cajamarca
Dasyphyllum cabrerae,Amazonas
Dasyphyllum horridum,Apurímac
Dasyphyllum horridum,Cusco
Dasyphyllum hystrix var. peruvianum,La Libertad
Dasyphyllum leiocephalum,Apurímac
Dasyphyllum leiocephalum,Cusco
Dendrophorbium argutidentatum,Cusco
Dendrophorbium cosnipatense,Cusco
Dendrophorbium dolichodoryium,Amazonas
Dendrophorbium goodspeedii,Huánuco
Dendrophorbium llewelynii,Amazonas
Dendrophorbium storkii,Cajamarca
Dendrophorbium trigynum,Cusco
Dendrophorbium vanillodorum,Cajamarca
Dendrophorbium vargasii,Cusco
Dillandia chachapoyensis,Amazonas
Dillandia chachapoyensis,San Martín
Diplostephium abietinum,Amazonas
Diplostephium affine,Puno
Diplostephium azureum,Áncash
Diplostephium azureum,Cajamarca
Diplostephium azureum,Pasco
Diplostephium cajamarquillense,La Libertad
Diplostephium callaense,Amazonas
Diplostephium callaense,Cajamarca
Diplostephium callilepis,Cusco
Diplostephium carabayense,Puno
Diplostephium foliosissimum,Amazonas
Diplostephium foliosissimum,Áncash
Diplostephium foliosissimum,Piura
Diplostephium foliosissimum,San Martín
Diplostephium gnidioides,Huánuco
Diplostephium goodspeedii,Cusco
Diplostephium goodspeedii,Pasco
Diplostephium gynoxyoides,Huánuco
Diplostephium hippophae,Huánuco
Diplostephium konotrichum,Amazonas
Diplostephium lanatum,Áncash
Diplostephium oxapampanum,Pasco
Diplostephium pearcei,Ayacucho
Diplostephium pulchrum,Huánuco
Diplostephium sagasteguii,Áncash
Diplostephium sagasteguii,Cajamarca
Diplostephium sagasteguii,La Libertad
Diplostephium sandiense,Puno
Diplostephium serratifolium,Cajamarca
Diplostephium serratifolium,La Libertad
Diplostephium vermiculatum,Áncash
Diplostephium vermiculatum,Huánuco
Diplostephium weberbaueri,Junín
Diplostephium wurdackii,Amazonas
Dyssodia friasensis,Piura
Dyssodia jelskii,Cajamarca
Dyssodia lopez-mirandae,Cajamarca
Dyssodia lopez-mirandae,La Libertad
Dyssodia remota,Huánuco
Ellenbergia glandulata,Cusco
Encelia pilosiflora,Arequipa
Encelia pilosiflora,Lima
Erigeron incaicus,Cajamarca
Erigeron minusculus,Sin_datos
Ferreyranthus excelsus,Amazonas
Ferreyranthus excelsus,Áncash
Ferreyranthus excelsus,Cajamarca
Ferreyranthus excelsus,Cusco
Ferreyranthus excelsus,Huánuco
Ferreyranthus excelsus,Junín
Ferreyranthus excelsus,Lima
Ferreyranthus fruticosus,Amazonas
Ferreyranthus fruticosus,Cajamarca
Ferreyranthus fruticosus,Lambayeque
Ferreyranthus fruticosus,Piura
Ferreyranthus gentryi,Amazonas
Ferreyranthus ramonii,Amazonas
Ferreyranthus rugosus,Amazonas
Ferreyranthus rugosus,Cajamarca
Ferreyranthus vaginans,Apurímac
Ferreyranthus vaginans,Cusco
Ferreyranthus vernonioides,Apurímac
Ferreyranthus vernonioides,Ayacucho
Ferreyranthus vernonioides,Cajamarca
Ferreyranthus vernonioides,Huancavelica
Ferreyranthus vernonioides,La Libertad
Ferreyrella cuatrecasasii,Cajamarca
Fleischmannia altihuanucana,Huánuco
Fleischmannia cajamarcensis,Cajamarca
Fleischmannia davidsmithii,Junín
Fleischmannia davidsmithii,Puno
Fleischmannia davidsmithii,San Martín
Fleischmannia ferreyrii,Huánuco
Fleischmannia fragilis,Huánuco
Fleischmannia lithophila,Huánuco
Fleischmannia lithophila,Huancavelica
Fleischmannia mercedensis,Junín
Fleischmannia petiolata,Amazonas
Fleischmannia petiolata,Huánuco
Fleischmannia quirozii,Lambayeque
Fleischmannia quirozii,Piura
Fleischmannia rhodotephra,Ayacucho
Fleischmannia rhodotephra,Pasco
Fleischmannia sagasteguii,Cajamarca
Fleischmannia sagasteguii,Piura
Fleischmannia vargasii,Cusco
Flourensia angustifolia,Huánuco
Flourensia angustifolia,Junín
Flourensia cajabambensis,Cajamarca
Flourensia macrophylla,Áncash
Flourensia macrophylla,La Libertad
Flourensia macrophylla,Lima
Flourensia peruviana,Ayacucho
Flourensia peruviana,Huancavelica
Flourensia peruviana,Lima
Flourensia polycephala,Apurímac
Flourensia polycephala,Cusco
Galinsoga caligensis,Lima
Gamochaeta cabrerae,Áncash
Gamochaeta cabrerae,Cajamarca
Gamochaeta cabrerae,Lambayeque
Gamochaeta cabrerae,La Libertad
Gamochaeta cabrerae,San Martín
Gochnatia patazina,Áncash
Gochnatia patazina,La Libertad
Gochnatia vargasii,Apurímac
Gochnatia vargasii,Arequipa
Gochnatia vernonioides,Amazonas
Gochnatia vernonioides,Cajamarca
Gochnatia vernonioides,La Libertad
Grindelia tarapacana var. verrucosa,Ayacucho
Grosvenoria coelocaulis,Amazonas
Grosvenoria coelocaulis,Áncash
Grosvenoria coelocaulis,Cajamarca
Guevaria micranthera,Amazonas
Guevaria micranthera,Amazonas
Guevaria vargasii,Apurímac
Gynoxys albifluminis,Lima
Gynoxys albifluminis,Pasco
Gynoxys callacallana,Amazonas
Gynoxys capituliparva,Huánuco
Gynoxys capituliparva,Pasco
Gynoxys caracensis,Áncash
Gynoxys caracensis,Cajamarca
Gynoxys caracensis,Huánuco
Gynoxys cerrateana,Amazonas
Gynoxys colanensis,Amazonas
Gynoxys compressissima,Huánuco
Gynoxys congestiflora,Cajamarca
Gynoxys congestiflora,Huánuco
Gynoxys costihirsuta,Amazonas
Gynoxys cuatrecasasii,Amazonas
Gynoxys cusilluyocana,Cusco
Gynoxys cutervensis,Cajamarca
Gynoxys cuzcoensis,Cusco
Gynoxys dilloniana,Lambayeque
Gynoxys fallax,Piura
Gynoxys ferreyrae,Cajamarca
Gynoxys henrici,Amazonas
Gynoxys huanucona,Huánuco
Gynoxys huasahuasis,Huánuco
Gynoxys hutchisonii,Amazonas
Gynoxys hutchisonii,La Libertad
Gynoxys hutchisonii,Piura
Gynoxys hypoleucophylla,Amazonas
Gynoxys infralanata,Cusco
Gynoxys jelskii,Amazonas
Gynoxys jelskii,Cajamarca
Gynoxys longistyla,Arequipa
Gynoxys longistyla,Moquegua
Gynoxys macrophylla,Huánuco
Gynoxys malcabalensis,Amazonas
Gynoxys marcapatana,Apurímac
Gynoxys marcapatana,Cusco
Gynoxys metcalfii,Puno
Gynoxys monzonensis,Huánuco
Gynoxys myrtoides,Piura
Gynoxys nitida,Áncash
Gynoxys nitida,Ayacucho
Gynoxys nitida,Cusco
Gynoxys nitida,Lima
Gynoxys nitida,Pasco
Gynoxys oleifolia,Áncash
Gynoxys oleifolia,Ayacucho
Gynoxys oleifolia,Huancavelica
Gynoxys pachyphylla,Piura
Gynoxys pillahuatensis,Cusco
Gynoxys poggeana,Cusco
Gynoxys poggeana,Junín
Gynoxys poggeana,Pasco
Gynoxys seleriana,Cusco
Gynoxys soukupii,Amazonas
Gynoxys soukupii,Cajamarca
Gynoxys soukupii,Lambayeque
Gynoxys soukupii,La Libertad
Gynoxys soukupii,Piura
Gynoxys subamplectens,Cusco
Gynoxys tetroici,Piura
Gynoxys tomentosissima,Amazonas
Gynoxys vacana,Huánuco
Gynoxys visoensis,Lima
Gynoxys visoensis,Pasco
Gynoxys weberbaueri,Piura
Gynoxys woytkowskii,Huánuco
Gynoxys yananoensis,Huánuco
Haplopappus ferreyrae,Huancavelica
Haplopappus ferreyrae,Lima
Haplopappus viridialbus,Cajamarca
Hebeclinium beneolens,Huánuco
Hebeclinium beneolens,Junín
Hebeclinium beneolens,San Martín
Hebeclinium vestitum,Cusco
Hebeclinium vestitum,Huánuco
Heliopsis decumbens,Cajamarca
Helogyne calocephala,Áncash
Helogyne calocephala,Arequipa
Helogyne calocephala,Cajamarca
Helogyne calocephala,La Libertad
Helogyne ferreyrae,Lima
Helogyne hutchisonii,Arequipa
Helogyne hutchisonii,Lima
Heterosperma ferreyrii,Arequipa
Heterosperma ferreyrii,Moquegua
Heterosperma ferreyrii,Tacna
Hieracium adenoconum,Amazonas
Hieracium cacrayense,Lima
Hieracium comasinum,Junín
Hieracium frigidulans,Piura
Hieracium infravillosulum,Cusco
Hieracium mathewsii,Sin_datos
Hieracium peruanum var. ayavacanum,Cajamarca
Hieracium peruanum var. ayavacanum,Piura
Hieracium tallenganum,Áncash
Hieracium weberbauerianum,Junín
Holoschkuhria tetramera,Amazonas
Hughesia reginae,Junín
Hypochaeris mucida,Puno
Jalcophila peruviana,La Libertad
Jungia amplistipula,Ayacucho
Jungia amplistipula,Cusco
Jungia amplistipula,Huancavelica
Jungia amplistipula,Lima
Jungia amplistipula,Piura
Jungia gracilis,Amazonas
Jungia schuerae,Áncash
Jungia schuerae,Lima
Jungia stuebelii,Áncash
Jungia stuebelii,Cajamarca
Jungia stuebelii,La Libertad
Jungia vitocensis,Cajamarca
Jungia vitocensis,Huánuco
Jungia vitocensis,Junín
Kaunia eucosmoides,Sin_datos
Koanophyllon flexilis,Áncash
Koanophyllon flexilis,Cajamarca
Koanophyllon flexilis,Huánuco
Koanophyllon flexilis,Junín
Koanophyllon flexilis,La Libertad
Koanophyllon huantae,Ayacucho
Koanophyllon juninense,Junín
Koanophyllon sagasteguii,Cajamarca
Lepidaploa davidsmithii,San Martín
Lepidaploa ferreyrae,Apurímac
Lepidaploa ferreyrae,Cusco
Lepidaploa ferreyrae,Huancavelica
Lepidaploa rimachii,San Martín
Lepidaploa sanmartinensis,San Martín
Liabum diehlii,Cusco
Liabum ferreyrii,Ayacucho
Liabum ferreyrii,Huánuco
Liabum macbridei,Huánuco
Liabum macbridei,Junín
Liabum nudicaule,Huánuco
Liabum nudicaule,Junín
Liabum nudicaule,Piura
Liabum sandemannii,Junín
Liabum saundersii,Junín
Liabum vargasii,Cusco
Liabum wurdackii,Amazonas
Liabum wurdackii,Cajamarca
Llerasia hutchisonii,Cajamarca
Llerasia hutchisonii,La Libertad
Llerasia pascoensis,Pasco
Llerasia sanmartinensis,Amazonas
Llerasia sanmartinensis,San Martín
Loricaria lycopodinea,Áncash
Loricaria lycopodinea,Junín
Loricaria lycopodinea,La Libertad
Loricaria lycopodinea,Lima
Loricaria thuyoides var. stuebelii,La Libertad
Loricaria thuyoides var. stuebelii,Huánuco
Luciliocline plicatifolia,Cajamarca
Luciliocline plicatifolia,La Libertad
Luciliocline spathulifolia,La Libertad
Lycoseris peruviana,San Martín
Mikania areolata,Amazonas
Mikania arthroclada,Cusco
Mikania brevifaucia,Cusco
Mikania brooksii,Amazonas
Mikania brooksii,Loreto
Mikania bulbisetifera,Amazonas
Mikania bulbisetifera,Cajamarca
Mikania bulbisetifera,Huánuco
Mikania bulbisetifera,San Martín
Mikania bullata,Puno
Mikania carnosa,Ayacucho
Mikania conglomerata,Huánuco
Mikania crassifolia,Cajamarca
Mikania cutervensis,Cajamarca
Mikania dudleyi,Cusco
Mikania filicifolia,Cusco
Mikania glandulifera,Huánuco
Mikania hensoldiana,Piura
Mikania hexagonocaulis,San Martín
Mikania huanucoensis,Huánuco
Mikania infesta,Junín
Mikania inornata,Huánuco
Mikania iquitosensis,Loreto
Mikania jelskii,Amazonas
Mikania jelskii,Cajamarca
Mikania jelskii,Huánuco
Mikania jelskii,Junín
Mikania jelskii,Piura
Mikania jelskii,San Martín
Mikania lancifolia,Puno
Mikania lasiopoda,Junín
Mikania macrostipulata,Huánuco
Mikania oreopola,Amazonas
Mikania oreopola,Cusco
Mikania oreopola,Huánuco
Mikania oreopola,Junín
Mikania oreopola,Puno
Mikania oreopola,San Martín
Mikania oreopola,Ucayali
Mikania parvicapitulata,Cusco
Mikania parvicapitulata,Huánuco
Mikania pendula,Cusco
Mikania shushunensis,Loreto
Mikania tambillensis,Cajamarca
Mikania tambillensis,Pasco
Mikania violaefolia,Amazonas
Mikania wurdackii,Amazonas
Monactis flaverioides,Amazonas
Monactis flaverioides,Cajamarca
Monactis flaverioides,Lambayeque
Monactis flaverioides,Piura
Monactis hieronymi,Amazonas
Monactis hieronymi,Cajamarca
Monactis jelskii,Cajamarca
Monactis jelskii,La Libertad
Monactis jelskii,Lima
Monactis wurdackii,Amazonas
Monactis wurdackii,Cajamarca
Munnozia affinis,Huánuco
Munnozia affinis,Pasco
Munnozia affinis,San Martín
Munnozia angusta,Cusco
Munnozia angusta,Huánuco
Munnozia angusta,Pasco
Munnozia convencionensis,Cusco
Munnozia ferreyrii,Amazonas
Munnozia ferreyrii,Cajamarca
Munnozia herrerae,Cusco
Munnozia lanceolata,Huánuco
Munnozia luyensis,Amazonas
Munnozia olearioides,Amazonas
Munnozia oxyphylla,Huánuco
Munnozia oxyphylla,Pasco
Munnozia peruensis,Amazonas
Munnozia peruensis,Huánuco
Munnozia peruensis,Pasco
Munnozia sagasteguii,Cajamarca
Munnozia silphioides,Huánuco
Munnozia silphioides,Pasco
Munnozia silphioides,Ucayali
Munnozia smithii,Pasco
Munnozia trinervis,Ayacucho
Munnozia trinervis,Cusco
Munnozia trinervis,Junín
Mutisia arequipensis,Arequipa
Mutisia arequipensis,Ayacucho
Mutisia arequipensis,Huancavelica
Mutisia mathewsii,Áncash
Mutisia mathewsii,Ayacucho
Mutisia mathewsii,Junín
Mutisia mathewsii,Lima
Mutisia pulcherrima,Amazonas
Mutisia pulcherrima,Cajamarca
Mutisia pulcherrima,Pasco
Mutisia rauhii,Cusco
Mutisia venusta,Apurímac
Mutisia venusta,Cusco
Mutisia wurdackii,Amazonas
Neocuatrecasia cuzcoensis,Cusco
Neocuatrecasia dispar,Cusco
Neocuatrecasia hirtella,Cusco
Neocuatrecasia mancoana,Cusco
Neocuatrecasia sandiensis,Puno
Neocuatrecasia sessilifolia,Junín
Neocuatrecasia weddellii,Cusco
Neocuatrecasia weddellii,Puno
Nothobaccharis candolleana,Lima
Noticastrum macbridei,Huánuco
Onoseris acerifolia,Amazonas
Onoseris acerifolia,Cajamarca
Onoseris acerifolia,La Libertad
Onoseris amplexicaulis,Lima
Onoseris annua,Áncash
Onoseris annua,Lima
Onoseris cabrerae,Amazonas
Onoseris cabrerae,Apurímac
Onoseris cabrerae,Cusco
Onoseris cabrerae,Huancavelica
Onoseris cabrerae,La Libertad
Onoseris castelnaeana,Apurímac
Onoseris castelnaeana,Cusco
Onoseris chrysactinioides,Cajamarca
Onoseris chrysactinioides,La Libertad
Onoseris cummingii,Piura
Onoseris humboldtiana,Ica
Onoseris linearifolia,Cajamarca
Onoseris lopezii,Áncash
Onoseris lopezii,Cajamarca
Onoseris lopezii,La Libertad
Onoseris macbridei,Áncash
Onoseris macbridei,Cajamarca
Onoseris minima,Arequipa
Onoseris minima,Moquegua
Onoseris odorata,Áncash
Onoseris odorata,Arequipa
Onoseris odorata,Ayacucho
Onoseris odorata,Cajamarca
Onoseris odorata,La Libertad
Onoseris odorata,Lima
Onoseris odorata,Piura
Onoseris weberbaueri,Amazonas
Onoseris weberbaueri,Cajamarca
Ophryosporus apricus,Huánuco
Ophryosporus bipinnatifidus,Arequipa
Ophryosporus ferreyrii,Lima
Ophryosporus galioides,Cajamarca
Ophryosporus galioides,Huancavelica
Ophryosporus galioides,La Libertad
Ophryosporus galioides,Lima
Ophryosporus hartwegii,Cajamarca
Ophryosporus hartwegii,La Libertad
Ophryosporus hoppii,Arequipa
Ophryosporus hoppii,Tacna
Ophryosporus macbridei,Huánuco
Ophryosporus mathewsii,Sin_datos
Ophryosporus ovatus,Amazonas
Ophryosporus ovatus,Cajamarca
Ophryosporus pubescens,Arequipa
Ophryosporus pubescens,Lima
Ophryosporus sagasteguii,Cajamarca
Oritrophium aciculifolium,Amazonas
Oritrophium aciculifolium,Cajamarca
Oritrophium callacallense,Amazonas
Oritrophium hirtopilosum,Amazonas
Oritrophium hirtopilosum,Cajamarca
Oyedaea oxylepis,San Martín
Oyedaea wedelioides,Madre de Dios
Pappobolus acuminatus,Huánuco
Pappobolus acutifolia,Áncash
Pappobolus acutifolia,Cajamarca
Pappobolus amoenus var. amoenus,Cajamarca
Pappobolus amoenus var. amoenus,Lambayeque
Pappobolus amoenus var. lambayequensis,Lambayeque
Pappobolus amoenus var. lambayequensis,Piura
Pappobolus andinus,Junín
Pappobolus cajamarcensis,Cajamarca
Pappobolus cinerascens,Amazonas
Pappobolus davidii,Áncash
Pappobolus decumbens,Cajamarca
Pappobolus discolor,Áncash
Pappobolus discolor,Cajamarca
Pappobolus discolor,Huánuco
Pappobolus discolor,La Libertad
Pappobolus hutchisonii,Amazonas
Pappobolus hutchisonii,Cajamarca
Pappobolus jelskii,Cajamarca
Pappobolus lanatus var. lanatus,Áncash
Pappobolus lanatus var. lanatus,Lima
Pappobolus lanatus var. lanatus,Pasco
Pappobolus lanatus var. sanctae,Áncash
Pappobolus lodicatus,Cajamarca
Pappobolus mathewsii var. mathewsii,Amazonas
Pappobolus mathewsii var. mathewsii,Cajamarca
Pappobolus mathewsii var. occidentalis,Cajamarca
Pappobolus mathewsii var. viridifolius,Áncash
Pappobolus mathewsii var. viridifolius,Cajamarca
Pappobolus microphyllus var. microphyllus,Cajamarca
Pappobolus microphyllus var. dillonii,La Libertad
Pappobolus microphyllus var. libertadianus,La Libertad
Pappobolus microphyllus var. soukupii,La Libertad
Pappobolus mollicomus,Amazonas
Pappobolus sagasteguii,Cajamarca
Pappobolus sanchezii,Cajamarca
Pappobolus senex,Huánuco
Pappobolus smithii,La Libertad
Pappobolus storkhortonianus,Huancavelica
Pappobolus stuebelii,Cajamarca
Pappobolus subniveus,Cajamarca
Pappobolus szyszylowiczii,Cajamarca
Pappobolus verbesinoides,Piura
Pappobolus viridior,Junín
Pappobolus woodsonianus,Amazonas
Pappobolus youngiorum,Amazonas
Pappobolus youngiorum,La Libertad
Paracalia jungioides,Cajamarca
Paracalia jungioides,La Libertad
Paracalia jungioides,Lima
Paracalia lopezii,La Libertad
Paragynoxys lopezii,La Libertad
Paranephelius bullatus,Huánuco
Paranephelius ferreyrii,Cajamarca
Paranephelius ferreyrii,La Libertad
Paranephelius wurdackii,Amazonas
Paranephelius wurdackii,Cajamarca
Pectis peruviana,Amazonas
Pectis peruviana,Cajamarca
Pentacalia aclydiphylla,Amazonas
Pentacalia asplundii,Huánuco
Pentacalia bacopoides,Huánuco
Monticalia barbourii,Amazonas
Monticalia barbourii,Pasco
Pentacalia chachapoyensis,Amazonas
Pentacalia chachapoyensis,Piura
Pentacalia cutervonis,Amazonas
Pentacalia cutervonis,Cajamarca
Pentacalia davidsmithii,Huánuco
Pentacalia davidsmithii,Pasco
Pentacalia diplostephioides,Cusco
Pentacalia divisoria,Huánuco
Pentacalia huallagana,San Martín
Pentacalia huamaliensis,Huánuco
Pentacalia jalcana,Amazonas
Pentacalia lucidissima,Huánuco
Pentacalia maynasensis,Loreto
Pentacalia megaphlebia,Huánuco
Pentacalia miniaurita,Amazonas
Pentacalia miniaurita,San Martín
Pentacalia mucronatifolia,Amazonas
Pentacalia nunezii,Cusco
Pentacalia petiolincrassata,Cajamarca
Pentacalia pleniaurita,Amazonas
Pentacalia pomacochana,Amazonas
Pentacalia poyasensis,Amazonas
Pentacalia rufohirsuta,Huánuco
Pentacalia sagasteguii,Cajamarca
Pentacalia tarapotensis,Amazonas
Pentacalia tarapotensis,San Martín
Pentacalia tillettii,Amazonas
Pentacalia todziae,San Martín
Pentacalia urubambensis,Cusco
Pentacalia vargasiana,Cusco
Pentacalia vernicifolia,Piura
Pentacalia verticillata,Amazonas
Pentacalia verticillata,Cajamarca
Pentacalia wurdackii,Amazonas
Perymenium bishopii,Áncash
Perymenium bishopii,Cajamarca
Perymenium celendianum,Cajamarca
Perymenium huascaranum,Áncash
Phalacraea latifolia,Cajamarca
Phalacraea latifolia,Lima
Phalacraea latifolia,Piura
Philoglossa peruviana,Áncash
Philoglossa peruviana,Arequipa
Philoglossa peruviana,Cajamarca
Philoglossa peruviana,La Libertad
Philoglossa peruviana,Lima
Philoglossa peruviana,Tacna
Philoglossa pterocarpa,Cajamarca
Philoglossa pterocarpa,Lambayeque
Philoglossa pterocarpa,La Libertad
Philoglossa pterocarpa,Piura
Philoglossa purpureodisca,Cajamarca
Philoglossa purpureodisca,La Libertad
Piptocarpha canescens,Pasco
Piptocarpha geraldsmithii,Amazonas
Piptocarpha vasquezii,Amazonas
Plazia conferta,Junín
Pluchea zamalloae,Apurímac
Pluchea zamalloae,Ayacucho
Pluchea zamalloae,Cusco
Proustia berberidifolia,Arequipa
Proustia berberidifolia,Ayacucho
Proustia berberidifolia,Cajamarca
Proustia berberidifolia,Huancavelica
Proustia berberidifolia,Junín
Proustia berberidifolia,Lima
