accepted_name,registro_dep
Trichlora sandwithii,Apurímac
Linum polygaloides,Áncash
Linum polygaloides,Ayacucho
Linum polygaloides,Cajamarca
Linum polygaloides,Huancavelica
Linum polygaloides,Junín
Linum polygaloides,Lima
Linum polygaloides,Piura
Caiophora carduifolia,Apurímac
Caiophora carduifolia,Arequipa
Caiophora carduifolia,Cusco
Caiophora carduifolia,Huancavelica
Caiophora carduifolia,Junín
Caiophora carduifolia,Lima
Caiophora carduifolia,San Martín
Caiophora cirsiifolia,Áncash
Caiophora cirsiifolia,Apurímac
Caiophora cirsiifolia,Arequipa
Caiophora cirsiifolia,Ayacucho
Caiophora cirsiifolia,Cajamarca
Caiophora cirsiifolia,Huancavelica
Caiophora cirsiifolia,Lima
Caiophora cirsiifolia,Moquegua
Caiophora cirsiifolia,Tacna
Caiophora grandiflora,Áncash
Caiophora grandiflora,Cajamarca
Caiophora grandiflora,Huánuco
Caiophora grandiflora,Junín
Caiophora macrantha,Huánuco
Caiophora macrantha,Junín
Caiophora macrantha,Pasco
Caiophora madrequisa,Apurímac
Caiophora madrequisa,Ayacucho
Caiophora madrequisa,Cusco
Caiophora madrequisa,Junín
Caiophora madrequisa,Puno
Caiophora peduncularis,Junín
Caiophora peduncularis,Lima
Caiophora pterosperma,Junín
Caiophora stenocarpa,Cusco
Caiophora stenocarpa,Huancavelica
Caiophora tenuis,Áncash
Caiophora tenuis,Huánuco
Caiophora vargasii,Cusco
Mentzelia grandiflora,Arequipa
Mentzelia grandiflora,Lima
Mentzelia heterosepala,Amazonas
Mentzelia heterosepala,Áncash
Mentzelia heterosepala,Cajamarca
Mentzelia heterosepala,La Libertad
Nasa aspiazui,Junín
Nasa callacallensis,Amazonas
Nasa carnea,Cajamarca
Nasa carunculata,Áncash
Nasa carunculata,Ayacucho
Nasa carunculata,Huancavelica
Nasa chenopodiifolia,Amazonas
Nasa chenopodiifolia,Áncash
Nasa chenopodiifolia,Arequipa
Nasa chenopodiifolia,La Libertad
Nasa chenopodiifolia,Lima
Nasa chenopodiifolia,Moquegua
Nasa colanii,Amazonas
Nasa contumazensis,Cajamarca
Nasa cymbopetala,Áncash
Nasa cymbopetala,Junín
Nasa cymbopetala,Lima
Nasa dillonii,Cajamarca
Nasa driesslei,Amazonas
Nasa dyeri,Amazonas
Nasa formosissima,Amazonas
Nasa formosissima,Cajamarca
Nasa formosissima,La Libertad
Nasa glandulosissima,Piura
Nasa hastata,Lima
Nasa humboldtiana,Cajamarca
Nasa humboldtiana,Piura
Nasa insignis,Cajamarca
Nasa kuelapensis,Amazonas
Nasa lambayequensis,Lambayeque
Nasa laxa,Cajamarca
Nasa laxa,La Libertad
Nasa lenta,Huánuco
Nasa lenta,San Martín
Nasa limata,Apurímac
Nasa limata,Ayacucho
Nasa limata,Cusco
Nasa limata,Puno
Nasa longivalvis,La Libertad
Nasa macrantha,Apurímac
Nasa macrantha,Cusco
Nasa macrantha,Huánuco
Nasa macrantha,Huancavelica
Nasa macrantha,Junín
Nasa macrorrhiza,Áncash
Nasa macrothyrsa,Cajamarca
Nasa magnifica,Áncash
Nasa magnifica,Huancavelica
Nasa magnifica,Lima
Nasa magnifica,Moquegua
Nasa moroensis,Áncash
Nasa nubicolorum,Amazonas
Nasa otuzcensis,La Libertad
Nasa pascoensis,Junín
Nasa pascoensis,Pasco
Nasa picta,Amazonas
Nasa picta,Áncash
Nasa picta,Cajamarca
Nasa picta,La Libertad
Nasa picta,Piura
Nasa picta,Áncash
Nasa poissoniana,Cusco
Nasa pongalamesa,Cajamarca
Nasa pteridophylla,Cajamarca
Nasa pteridophylla,Cajamarca
Nasa pteridophylla,La Libertad
Nasa raimondii,Apurímac
Nasa raimondii,Cusco
Nasa ranunculifolia,Cajamarca
Nasa ranunculifolia,La Libertad
Nasa rugosa,Huánuco
Nasa sagasteguii,Piura
Nasa solaria,Lima
Nasa solata,Piura
Nasa stolonifera,La Libertad
Nasa stuebeliana,Amazonas
Nasa tingomariensis,Huánuco
Nasa triphylla,Amazonas
Nasa triphylla,Cajamarca
Nasa triphylla,San Martín
Nasa triphylla,Piura
Nasa umbraculifera,Amazonas
Nasa urentivelutina,Cajamarca
Nasa usquiliensis,La Libertad
Nasa vargasii,Apurímac
Nasa vargasii,Cusco
Nasa vargasii,Huánuco
Nasa victorii,San Martín
Nasa weberbaueri,Cajamarca
Nasa weberbaueri,Lambayeque
Nasa weberbaueri,Piura
Presliophytum heucheraefolium,Áncash
Presliophytum heucheraefolium,Lima
Presliophytum incanum,Áncash
Presliophytum incanum,Arequipa
Presliophytum incanum,Ayacucho
Presliophytum incanum,Cajamarca
Presliophytum incanum,Huancavelica
Presliophytum incanum,Ica
Presliophytum incanum,La Libertad
Presliophytum incanum,Lima
Presliophytum incanum,Moquegua
Presliophytum incanum,Piura
Xylopodia klaprothioides,Cajamarca
Elaphoglossum alipes,Pasco
Elaphoglossum alipes,Ucayali
Elaphoglossum camptolepis,San Martín
Elaphoglossum concinnum,Amazonas
Elaphoglossum concinnum,Pasco
Elaphoglossum concinnum,San Martín
Elaphoglossum craspedotum,Huánuco
Elaphoglossum hystrix,Amazonas
Elaphoglossum hystrix,Cusco
Elaphoglossum hystrix,Huánuco
Elaphoglossum hystrix,Junín
Elaphoglossum hystrix,San Martín
Elaphoglossum jucundum,Cusco
Elaphoglossum lanigerum,Amazonas
Elaphoglossum lanigerum,Apurímac
Elaphoglossum lanigerum,Ayacucho
Elaphoglossum lanigerum,Cusco
Elaphoglossum lanigerum,Junín
Elaphoglossum lanigerum,Lima
Elaphoglossum lawyerae,Pasco
Elaphoglossum leprosum,Huánuco
Elaphoglossum leprosum,Junín
Elaphoglossum longius,Cusco
Elaphoglossum moyeri,Pasco
Elaphoglossum nastukiae,Cusco
Elaphoglossum nastukiae,Huancavelica
Elaphoglossum pachyrrhizum,Amazonas
Elaphoglossum pascoense,Pasco
Elaphoglossum paultonii,Cusco
Elaphoglossum poeppigianum,Amazonas
Elaphoglossum poeppigianum,Cajamarca
Elaphoglossum poeppigianum,Junín
Elaphoglossum poeppigianum,Pasco
Elaphoglossum poeppigianum,San Martín
Elaphoglossum potomogeton,Junín
Elaphoglossum propinquum,Amazonas
Elaphoglossum propinquum,Cusco
Elaphoglossum propinquum,Huancavelica
Elaphoglossum propinquum,Junín
Elaphoglossum propinquum,Puno
Elaphoglossum punae,Ayacucho
Elaphoglossum rubellum,Ucayali
Elaphoglossum ruficomum,Áncash
Elaphoglossum ruficomum,Cajamarca
Elaphoglossum ruficomum,San Martín
Elaphoglossum rufum,Cajamarca
Elaphoglossum rufum,San Martín
Elaphoglossum tenue,Cusco
Elaphoglossum tenue,Puno
Elaphoglossum tenue,San Martín
Elaphoglossum tomentellum,Cajamarca
Elaphoglossum velongum,Amazonas
Elaphoglossum velongum,Cajamarca
Elaphoglossum vittarioides,Cusco
Aetanthus coriaceus,Cajamarca
Aetanthus ornatus,Piura
Psittacanthus paxianus,Huánuco
Oryctanthus ovalifolius,Huánuco
Psittacanthus coccineus,Áncash
Psittacanthus coccineus,La Libertad
Psittacanthus peculiaris,Loreto
Psittacanthus subalatus,Huánuco
Psittacanthus subalatus,Loreto
Psittacanthus subalatus,Piura
Psittacanthus tumbecensis,Lambayeque
Psittacanthus tumbecensis,Tumbes
Struthanthus polystachyus,Cusco
Struthanthus polystachyus,Huánuco
Struthanthus polystachyus,Madre de Dios
Struthanthus tenuis,Junín
Tristerix chodatianus,Áncash
Tristerix chodatianus,Huancavelica
Tristerix chodatianus,Lima
Tristerix peruvianus,Áncash
Tristerix peruvianus,Cajamarca
Tristerix peruvianus,Lima
Tristerix peytonii,Cusco
Tristerix pubescens,Áncash
Tristerix pubescens,La Libertad
Tristerix pubescens,Lima
Tristerix pubescens,San Martín
Phlegmariurus binervius,Amazonas
Phlegmariurus binervius,Cajamarca
Phlegmariurus buesii,Cusco
Phlegmariurus colanensis,Amazonas
Phlegmariurus colanensis,San Martín
Phlegmariurus engleri,Cajamarca
Phlegmariurus engleri,Huánuco
Phlegmariurus nesselii,Junín
Phlegmariurus pruinosus,Amazonas
Phlegmariurus pruinosus,San Martín
Phlegmariurus sagasteguianus,La Libertad
Malesherbia angustisecta,Arequipa
Malesherbia angustisecta,Moquegua
Malesherbia angustisecta,Tacna
Malesherbia ardens,Moquegua
Malesherbia arequipensis,Arequipa
Malesherbia arequipensis,Moquegua
Malesherbia haemantha,Arequipa
Malesherbia scarlatiflora,Apurímac
Malesherbia scarlatiflora,Huancavelica
Malesherbia scarlatiflora,Lima
Malesherbia splendens,Lima
Malesherbia tubulosa,Lima
Malesherbia turbinea,Tacna
Malesherbia weberbaueri var. weberbaueri,Apurímac
Malesherbia weberbaueri var. weberbaueri,Ayacucho
Malesherbia weberbaueri var. weberbaueri,Huancavelica
Malesherbia weberbaueri var. galjufii,Junín
Adelphia mirabilis,San Martín
Amorimia camporum,Cajamarca
Amorimia camporum,San Martín
Banisteriopsis leiocarpa,Amazonas
Banisteriopsis parvifolia,Amazonas
Banisteriopsis parvifolia,Cajamarca
Banisteriopsis parvifolia,Piura
Banisteriopsis peruviana,Cajamarca
Banisteriopsis populifolia,Amazonas
Banisteriopsis populifolia,Cajamarca
Banisteriopsis schunkei,San Martín
Banisteriopsis woytkowskii,Junín
Banisteriopsis woytkowskii,Loreto
Banisteriopsis woytkowskii,Pasco
Banisteriopsis woytkowskii,San Martín
Bunchosia bonplandiana,Amazonas
Byrsonima crassifolia var. peruviana,Puno
Heteropterys actinoctenia,Loreto
Heteropterys andina,Cusco
Heteropterys floridana,Loreto
Heteropterys magnifica,Loreto
Hiraea christianeae,San Martín
Hiraea ternifolia var. peruviana,San Martín
Lophopterys peruviana,Amazonas
Lophopterys peruviana,Loreto
Mascagnia peruviana,Piura
Mascagnia tenuifolia,Loreto
Mascagnia tenuifolia,San Martín
Mezia russellii,Loreto
Stigmaphyllon aberrans,Junín
Stigmaphyllon aberrans,Pasco
Stigmaphyllon argenteum,Amazonas
Stigmaphyllon argenteum,Huánuco
Stigmaphyllon argenteum,Junín
Stigmaphyllon argenteum,Loreto
Stigmaphyllon argenteum,Pasco
Stigmaphyllon argenteum,San Martín
Stigmaphyllon argenteum,Ucayali
Stigmaphyllon cuzcanum,Cusco
Stigmaphyllon peruvianum,Amazonas
Stigmaphyllon peruvianum,Cajamarca
Stigmaphyllon tarapotense,San Martín
Tetrapterys stipulacea,Loreto
Abutilon arequipense,Arequipa
Abutilon longipes,Ayacucho
Abutilon longipes,Cusco
Abutilon pedunculare,Amazonas
Abutilon pedunculare,Cajamarca
Abutilon pedunculare,Tumbes
Abutilon piurense,Amazonas
Abutilon piurense,Lambayeque
Abutilon piurense,Piura
Acaulimalva acaulis,Áncash
Acaulimalva acaulis,Lima
Acaulimalva alismatifolia,Cajamarca
Acaulimalva betonicifolia,Ayacucho
Acaulimalva betonicifolia,Huancavelica
Acaulimalva betonicifolia,Junín
Acaulimalva crenata,Áncash
Acaulimalva crenata,Cajamarca
Acaulimalva crenata,Huancavelica
Acaulimalva crenata,Junín
Acaulimalva crenata,La Libertad
Acaulimalva crenata,Pasco
Acaulimalva hillii,Junín
Acaulimalva rhizantha,Áncash
Acaulimalva rhizantha,Arequipa
Acaulimalva rhizantha,Cusco
Acaulimalva rhizantha,Huancavelica
Acaulimalva rhizantha,Lima
Acaulimalva rhizantha,Pasco
Acaulimalva richii,Áncash
Acaulimalva richii,Ayacucho
Acaulimalva richii,Huancavelica
Acaulimalva richii,Junín
Acaulimalva richii,Lima
Acaulimalva richii,Pasco
Acaulimalva stuebelii,Cajamarca
Acaulimalva sulphurea,Áncash
Acaulimalva sulphurea,Cajamarca
Acaulimalva sulphurea,La Libertad
Acaulimalva weberbaueri,Áncash
Andeimalva machupicchensis,Cusco
Andeimalva spiciformis,Ayacucho
Andeimalva spiciformis,Huancavelica
Andeimalva spiciformis,La Libertad
Cristaria multifida,Arequipa
Cristaria multifida,La Libertad
Cristaria multifida,Lima
Cristaria multifida,Moquegua
Fuertesimalva corniculata,Arequipa
Fuertesimalva corniculata,Lima
Fuertesimalva leptocalyx,Áncash
Fuertesimalva leptocalyx,Cajamarca
Fuertesimalva leptocalyx,La Libertad
Fuertesimalva pennellii,Arequipa
Fuertesimalva pennellii,Lima
Fuertesimalva stipulata,Cajamarca
Gaya atiquipana,Arequipa
Gaya calyptrata,Cajamarca
Gaya calyptrata,Cusco
Gaya calyptrata,La Libertad
Gaya calyptrata,Lima
Gaya mollendoensis,Arequipa
Gaya nutans,Huánuco
Gaya peruviana,Cajamarca
Gaya peruviana,La Libertad
Gaya peruviana,Piura
Gaya triflora,Amazonas
Gaya weberbaueri,Cajamarca
Gaya weberbaueri,Huánuco
Gaya weberbaueri,Junín
Gossypium raimondii,Amazonas
Gossypium raimondii,Cajamarca
Gossypium raimondii,Lambayeque
Gossypium raimondii,La Libertad
Hibiscus chancoae,San Martín
Malvastrum scoparioides,Áncash
Malvastrum scoparioides,Cajamarca
Malvastrum scoparioides,Huánuco
Malvastrum scoparioides,Lima
Malvastrum scoparioides,La Libertad
Nototriche antoniana,Huánuco
Nototriche aretioides,Huánuco
Nototriche aretioides,Huancavelica
Nototriche aretioides,Junín
Nototriche aretioides,Lima
Nototriche aretioides,Pasco
Nototriche argyllioides,Arequipa
Nototriche argyllioides,Moquegua
Nototriche armeriifolia,Puno
Nototriche artemisioides,Cajamarca
Nototriche borussica,Arequipa
Nototriche borussica,Huancavelica
Nototriche borussica,Tacna
Nototriche castelnaeana,Cusco
Nototriche coccinea,Áncash
Nototriche coccinea,Pasco
Nototriche cupuliforme,Puno
Nototriche digitulifolia,Arequipa
Nototriche digitulifolia,Puno
Nototriche dissecta,Apurímac
Nototriche dissecta,Cusco
Nototriche dissecta,Puno
Nototriche ellipticifolia,Apurímac
Nototriche epileuca,Áncash
Nototriche erinacea,Puno
Nototriche foetida,Moquegua
Nototriche foetida,Tacna
Nototriche glacialis,Junín
Nototriche gracilens,Huánuco
Nototriche longituba,Puno
Nototriche lopezii,La Libertad
Nototriche macleanii,Junín
Nototriche nigrescens,Cusco
Nototriche nigrescens,Junín
Nototriche obtusa,Áncash
Nototriche ovalifolia,Junín
Nototriche pellicea,Puno
Nototriche peruviana,Pasco
Nototriche pseudopichinchensis,Cusco
Nototriche salina,Arequipa
Nototriche staffordiae,Puno
Nototriche stenopetala,Huancavelica
Nototriche stenopetala,Junín
Nototriche stenopetala,Lima
Nototriche stenopetala,Pasco
Nototriche sulcata,Huancavelica
Nototriche tovari,Huancavelica
Nototriche tovari,Junín
Nototriche ulophylla,Huancavelica
Nototriche ulophylla,Junín
Nototriche vargasii,Cusco
Nototriche vargasii,Puno
Palaua camanensis,Arequipa
Palaua guentheri,Arequipa
Palaua guentheri,Moquegua
Palaua malvifolia,La Libertad
Palaua malvifolia,Lima
Palaua rhombifolia,Áncash
Palaua rhombifolia,La Libertad
Palaua rhombifolia,Lima
Palaua tomentosa,Arequipa
Palaua tomentosa,Ica
Palaua tomentosa,Moquegua
Palaua trisepala,Arequipa
Palaua trisepala,Ica
Palaua velutina,Arequipa
Palaua velutina,Ica
Palaua velutina,Tacna
Pavonia insperabilis,San Martín
Pavonia longitudinalis,Loreto
Pavonia parva,Cajamarca
Pavonia parva,Loreto
Pavonia parva,San Martín
Pavonia rudis,Junín
Pavonia rudis,Pasco
Pseudabutilon cowanii,Amazonas
Pseudabutilon nigropunctulatum,Apurímac
Pseudabutilon nigropunctulatum,Cajamarca
Pseudabutilon nigropunctulatum,Lima
Pseudabutilon nigropunctulatum,La Libertad
Tarasa cerratei,Áncash
Tarasa cerratei,Lima
Tarasa corrugata,Cusco
Tarasa marinii,Cusco
Tarasa rhombifolia,Cusco
Tarasa thyrsoidea,Áncash
Tarasa thyrsoidea,Arequipa
Tarasa thyrsoidea,Lima
Tetrasida chachapoyensis,Amazonas
Tetrasida chachapoyensis,Cajamarca
Tetrasida serrulata,Amazonas
Tetrasida serrulata,Cajamarca
Tetrasida serrulata,La Libertad
Tetrasida serrulata,San Martín
Tetrasida weberbaueri,Amazonas
Tetrasida weberbaueri,Cajamarca
Wissadula fuscorosea,Huancavelica
Wissadula pavonii,Lima
Goeppertia jocosa,Loreto
Goeppertia longipetiolata,San Martín
Goeppertia longipetiolata,Ucayali
Goeppertia pseudoveitchiana,Cusco
Goeppertia schunkei,San Martín
Goeppertia ulotricha,Loreto
Ischnosiphon caudatus,Loreto
Ischnosiphon fusiformis,Amazonas
Ischnosiphon parvifolius,Loreto
Marcgravia williamsii,Loreto
Marcgravia williamsii,San Martín
Marcgraviastrum obovatum,Huánuco
Schwartzia magnifica,Amazonas
Schwartzia magnifica,Cajamarca
Schwartzia magnifica,Cusco
Schwartzia magnifica,Huánuco
Schwartzia magnifica,Junín
Souroubea didyma,Amazonas
Souroubea didyma,Cajamarca
Souroubea didyma,Huánuco
Souroubea peruviana,Amazonas
Souroubea peruviana,Huánuco
Souroubea peruviana,Loreto
Adelobotrys praetexta,Amazonas
Adelobotrys praetexta,Loreto
Adelobotrys praetexta,San Martín
Adelobotrys ruokolainenii,Loreto
Alloneuron liron,Amazonas
Alloneuron majus,Amazonas
Alloneuron majus,Huánuco
Alloneuron majus,Pasco
Alloneuron ronliesneri,Amazonas
Axinaea glandulosa,Huánuco
Axinaea mertensioides,Amazonas
Axinaea nitida,Amazonas
Axinaea nitida,Cajamarca
Axinaea nitida,Huánuco
Axinaea pennellii,Cusco
Axinaea tomentosa,Amazonas
Axinaea tomentosa,San Martín
Axinaea tovarii,Huancavelica
Axinaea weberbaueri,Ayacucho
Axinaea weberbaueri,Huánuco
Blakea standleyana,Amazonas
Blakea standleyana,Huánuco
Blakea standleyana,San Martín
Brachyotum angustifolium,Amazonas
Brachyotum angustifolium,San Martín
Brachyotum barbeyanum,Amazonas
Brachyotum barbeyanum,Pasco
Brachyotum cogniauxii,Amazonas
Brachyotum cogniauxii,La Libertad
Brachyotum coronatum,Amazonas
Brachyotum coronatum,Cajamarca
Brachyotum cutervoanum,Cajamarca
Brachyotum figueroae,Áncash
Brachyotum figueroae,Cajamarca
Brachyotum figueroae,Lambayeque
Brachyotum figueroae,La Libertad
Brachyotum huancavelicae,Huánuco
Brachyotum huancavelicae,Huancavelica
Brachyotum huancavelicae,Junín
Brachyotum intermedium,Amazonas
Brachyotum longisepalum,Áncash
Brachyotum longisepalum,Cajamarca
Brachyotum longisepalum,La Libertad
Brachyotum lutescens,Huánuco
Brachyotum maximowiczii,Amazonas
Brachyotum maximowiczii,Amazonas
Brachyotum multinervium,Amazonas
Brachyotum multituberculatum,Amazonas
Brachyotum parvifolium,Amazonas
Brachyotum parvifolium,Lambayeque
Brachyotum radula,Amazonas
Brachyotum radula,Cajamarca
Brachyotum rosmarinifolium,Áncash
Brachyotum rosmarinifolium,Huánuco
Brachyotum rosmarinifolium,Junín
Brachyotum tyrianthinum,Cajamarca
Brachyotum tyrianthinum,Huánuco
Brachyotum virescens,Junín
Brachyotum weberbaueri,Amazonas
Centradeniastrum roseum,Cajamarca
Centronia peruviana,Huánuco
Miconia formicofoliosa,Loreto
Miconia heteronervis,Cusco
Miconia adventitia,Huánuco
Miconia adventitia,Loreto
Miconia ernstulei,Loreto
Ernestia quadriseta,Loreto
Ernestia quadriseta,San Martín
Graffenrieda cinna,San Martín
Graffenrieda foliosa,Huánuco
Graffenrieda robusta,Huánuco
Graffenrieda trichanthera,San Martín
Graffenrieda tristis,Loreto
Graffenrieda tristis,San Martín
Huberia cogniauxii,Amazonas
Huberia staminodia,Amazonas
Huberia weberbaueriana,Amazonas
Miconia fictilis,Huánuco
Miconia peltifolia,Amazonas
Miconia raimondiana,Puno
Miconia secunrotundifolia,Loreto
Meriania amischophylla,Ucayali
Meriania cuzcoana,Cusco
Meriania prunifolia,San Martín
Meriania rugosa,Amazonas
Meriania tetraquetra,Amazonas
Meriania tetraquetra,La Libertad
Meriania vargasii,Cusco
Meriania vilcabambensis,Cusco
Meriania weberbaueri,Huánuco
Meriania weberbaueri,Junín
Miconia adinantha,Cajamarca
Miconia adinantha,Cusco
Miconia adinantha,Pasco
Miconia aligera,Cusco
Miconia alpina,Áncash
Miconia alpina,Apurímac
Miconia alpina,Cusco
Miconia alpina,Huánuco
Miconia aprica,Ayacucho
Miconia aprica,Junín
Miconia atrofusca,Huánuco
Miconia atrofusca,Pasco
Miconia ayacuchensis,Ayacucho
Miconia brachyanthera,Amazonas
Miconia brachyanthera,Huánuco
Miconia brachyanthera,Pasco
Miconia brevistylis,Huánuco
Miconia caerulea,Cusco
Miconia carpishana,Huánuco
Miconia cauingia,Cajamarca
Miconia cauingia,La Libertad
Miconia choriophylla,Huánuco
Miconia ciliaris,Junín
Miconia ciliaris,San Martín
Miconia clivorum,Amazonas
Miconia cookii,Cusco
Miconia crassifolia,Amazonas
Miconia crassipes,Amazonas
Miconia crassistigma,Cajamarca
Miconia crassistigma,Huánuco
Miconia cremophylla,Amazonas
Miconia cremophylla,San Martín
Miconia dasyclada,Ayacucho
Miconia dasyclada,Cusco
Miconia demissifolia,Cusco
Miconia demissifolia,Pasco
Miconia divisoriana,Ucayali
Miconia dumetosa,Amazonas
Miconia dumetosa,Huánuco
Miconia dumetosa,San Martín
Miconia egregia,Cajamarca
Miconia expansa,Loreto
Miconia expansa,Madre de Dios
Miconia falcata,Cusco
Miconia ferreyrae,Ucayali
Miconia firma,Cajamarca
Miconia firma,Piura
Miconia floccosa,Junín
Miconia floccosa,Pasco
Miconia fruticulosa,Huánuco
Miconia glomerata,Ayacucho
Miconia glomerata,Cusco
Miconia glomerata,Huánuco
Miconia glomerata,Pasco
Miconia glutinosa,Puno
Miconia griffisii,Huánuco
Miconia griffisii,San Martín
Miconia grisea,Huánuco
Miconia hamata,Amazonas
Miconia heteromera,Huánuco
Miconia heteromera,Loreto
Miconia heteromera,Pasco
Miconia heteromera,San Martín
Miconia hexapetala,Huánuco
Miconia hexapetala,Pasco
Miconia histothrix,San Martín
Miconia hospitalis,Ayacucho
Miconia hospitalis,Huánuco
Miconia hospitalis,Junín
Miconia huanucensis,Huánuco
Miconia hutchisonii,Piura
Miconia icosandra,Huánuco
Miconia icosandra,Pasco
Miconia integrifolia,San Martín
Miconia koepckeana,Huánuco
Miconia lachnoclada,Ayacucho
Miconia laciniata,Cajamarca
Miconia lambayequensis,Lambayeque
Miconia lechleri,Puno
Miconia lilacina,Cusco
Miconia lilacina,Pasco
Miconia longiracemosa,Loreto
Miconia loretensis,San Martín
Miconia lugubris,Huánuco
Miconia lutescens,Piura
Miconia madisonii,Ayacucho
Miconia malatestae,Huánuco
Miconia malatestae,Pasco
Miconia media,Amazonas
Miconia media,Cajamarca
Miconia media,Cajamarca
Miconia membranacea,Huánuco
Miconia membranacea,Loreto
Miconia membranacea,Pasco
Miconia membranacea,San Martín
Miconia miles-morganii,Amazonas
Miconia miles-morganii,Huánuco
Miconia modica,Ayacucho
Miconia molinopampana,Amazonas
Miconia mollis,San Martín
Miconia monzoniensis,Cusco
Miconia monzoniensis,Pasco
Miconia neriifolia,Cajamarca
Miconia neriifolia,Cusco
Miconia neriifolia,Huánuco
Miconia nigricans,Amazonas
Miconia nigricans,Huánuco
Miconia nobilis,Pasco
Miconia opacifolia,Huánuco
Miconia opacifolia,Pasco
Miconia ottikeri,Huánuco
Miconia paradisica,Amazonas
Miconia spennerostachya,Huánuco
Miconia polychaeta,Cusco
Miconia polychaeta,San Martín
Miconia polytopica,Amazonas
Miconia polytopica,Ayacucho
Miconia polytopica,Cusco
Miconia polytopica,Huánuco
Miconia pulgari,Huánuco
Miconia punicea,Cusco
Miconia quadrifolia,Huánuco
Miconia quadrifolia,Junín
Miconia reflexipila,Cusco
Miconia reflexipila,Huánuco
Miconia reflexipila,Pasco
Miconia rufiramea,Cusco
Miconia saltuensis,Huánuco
Miconia saxatilis,Huánuco
Miconia secundifolia,Amazonas
Miconia secundifolia,Amazonas
Miconia semisterilis,Amazonas
Miconia semisterilis,Loreto
Miconia spichigeri,Loreto
Miconia subglabra,San Martín
Miconia subulipetala,Loreto
Miconia sulcata,Junín
Miconia terborghii,Cusco
Miconia thaminantha,Huánuco
Miconia thaminantha,Cusco
Miconia thysanophylla,Amazonas
Miconia tiri,Huánuco
Miconia tiri,Junín
Miconia trichogona,Huánuco
Miconia urbaniana,Cusco
Miconia urbaniana,San Martín
Miconia uvida,Amazonas
Miconia uvida,Loreto
Miconia vargasii,Cusco
Miconia vitiflora,Huánuco
Miconia vitiflora,Pasco
Miconia weberbaueri,Huánuco
Miconia wolfei,Huánuco
Miconia woytkowskii,Huánuco
Miconia woytkowskii,Ucayali
Microlicia sphagnicola,Pasco
Microlicia weddellii,Puno
Monochaetum subglabrum,Ayacucho
Monochaetum subglabrum,Huancavelica
Monochaetum subglabrum,Junín
Monochaetum subglabrum,San Martín
Mouriri exadenia,Loreto
Salpinga ciliata,Loreto
Salpinga peruviana,Huánuco
Salpinga peruviana,San Martín
Tibouchina brevisepala,Apurímac
Tibouchina brevisepala,Cusco
Chaetogastra echinata,Huánuco
Chaetogastra echinata,Pasco
Chaetogastra fulvipilis,Ayacucho
Chaetogastra hutchisonii,Ucayali
Chaetogastra incarum,Cusco
Chaetogastra mariae,Amazonas
Chaetogastra mariae,Cajamarca
Chaetogastra pulcherrima,Cusco
Chaetogastra repens,Huánuco
Chaetogastra sandiensis,Puno
Chaetogastra saxosa,Ayacucho
Chaetogastra saxosa,Cusco
Chaetogastra saxosa,Huánuco
Chaetogastra saxosa,Huancavelica
Chaetogastra wasshausenii,Puno
Chaetogastra weberbaueri,Cusco
Miconia gonoptera,Loreto
Miconia gonoptera,San Martín
Blakea pascoensis,Pasco
Triolena allardii,Huánuco
Votomita pubescens,Loreto
Wurdastom dudleyi,Cusco
Cedrela weberbaueri,Huánuco
Cedrela weberbaueri,Huancavelica
Guarea casimiriana,Loreto
Trichilia ulei,Amazonas
Trichilia ulei,Cajamarca
Trichilia ulei,Piura
Trichilia ulei,San Martín
Disciphania convolvulacea,Huánuco
Odontocarya monandra,Amazonas
Odontocarya monandra,Cajamarca
Odontocarya monandra,Junín
Odontocarya monandra,Loreto
Odontocarya monandra,San Martín
Odontocarya monandra,Ucayali
Sciadotenia mathiasiana,Loreto
Sciadotenia peruviana,Amazonas
Mollinedia simulans,Loreto
Mollinedia simulans,San Martín
Siparuna vasqueziana,Amazonas
Siparuna vasqueziana,Loreto
Siparuna vasqueziana,Pasco
Naucleopsis velutina,Loreto
Perebea longepedunculata,Loreto
Perebea longepedunculata,Madre de Dios
Compsoneura diazii,Amazonas
Compsoneura diazii,Cajamarca
Virola weberbaueri,Junín
Virola weberbaueri,Loreto
Virola weberbaueri,Pasco
Ardisia martinensis,San Martín
Ardisia nigrovirens,Loreto
Ardisia nigrovirens,Madre de Dios
Cybianthus candamoensis,Puno
Cybianthus flavovirens,Pasco
Cybianthus flavovirens,San Martín
Cybianthus fosteri,Madre de Dios
Cybianthus grandezii,Loreto
Cybianthus granulosus,Amazonas
Cybianthus huampamiensis,Amazonas
Cybianthus incognitus,Amazonas
Cybianthus jensonii,Loreto
Cybianthus nanayensis,Loreto
Cybianthus nestorii,Loreto
Cybianthus pseudolongifolius,Pasco
Cybianthus tayoensis,Amazonas
Cybianthus vasquezii,Loreto
Geissanthus spectabilis,Amazonas
Geissanthus spectabilis,Cajamarca
Geissanthus spectabilis,Junín
Geissanthus spectabilis,Pasco
Geissanthus spectabilis,San Martín
Myrsine brevis,La Libertad
Myrsine bullata,San Martín
Myrsine diazii,Amazonas
Myrsine dilloniana,Amazonas
Myrsine fosteri,Huánuco
Myrsine fosteri,Pasco
Myrsine microdonta,La Libertad
Myrsine reynelii,Piura
Myrsine rivularis,Puno
